Date,Changed By,Change,Jira Ticket
2021-03-31,Brendan Mackoff,"Updated product code mappings.  No longer using NetSuite rollup item:
Consumer Credit Reports - Avista, Integra Destiny, LasterCredit, Mortgage Builder, MortgageBot, MortgageCadence, ReverseVersion, CreditXpert CX Bundle",
2021-03-31,Brendan Mackoff,Beanstalk Open Close Consumer Credit Reports:  Renamed to include Beanstalk name.  Updated product code mappings.  No longer using NetSuite rollup item.,
2021-03-31,Brendan Mackoff,Split FHLMC Consumer Credit Report into Direct New and Direct Reissue.  Same price.,
2021-03-31,Brendan Mackoff,Split EMS Consumer Credit Report into New vs Reissue.  Updated product code mappings.  No longer using NetSuite rollup item.,
2021-03-31,Brendan Mackoff,"Removed from price card:
In the Lead - Consumer Credit Reports - 1BI
In the Lead - Consumer Credit Reports - 1BJ
In the Lead - Consumer Credit Reports - 2BI
In the Lead - Consumer Credit Reports - 2BJ
In the Lead - Consumer Credit Reports - 3BI
In the Lead - Consumer Credit Reports - 3BJ",
2021-03-31,Brendan Mackoff,"Split Mortgage Flex - Consumer Credit Reports into 3 separate rows (1B, 2B, and 3B). Updated product code mappings.  No longer using NetSuite rollup item.",
2021-03-31,Brendan Mackoff,"Removed from price card:
VueCentric Consumer Credit Reports",
2021-03-31,Brendan Mackoff,LendingPad Consumer Credit Reports - Updated product code mapping,
2021-03-31,Brendan Mackoff,LendingPad VOE/I - Split into separate rows for VOE and VOI,
2021-03-31,Brendan Mackoff,MERS Report - Split into separate rows for MERS Refresh and MERS Regular,
2021-03-31,Brendan Mackoff,"updated product code mapping
-- ServiceLink Flood Postback
--Pitchfork SSA89",
2021-03-31,Brendan Mackoff,Added new row for Manual VOE with NCS partner,
2021-03-31,Brendan Mackoff,"Change pricing methodology from Standard to ""Per Pull""
--SMS Text Feature
",
2021-03-31,Brendan Mackoff,"Changed name from ""Carax History Report"" to ""Carfax History and/or Vehicle Loss Report""
Updated note to ""Client needs to have a direct relationship with client, and transaction will be billed directed by Carfax. Setup fee enables both Vehicle History Report (VHR) and Vehicle Loss Report (VLR)""
Updated both for ML Consumer/Opening and DL4",
2021-03-31,Brendan Mackoff,"Removed reference to Tier or Level in the proposal product name. No change to internal product name.
DecisionLender4
Consumer Module
Business Module
Business Module - SBA PPP with eTrans
Home Equity Module
Indirect Lending Module
Opening Module
Mortgage Module
",
2021-03-31,Ryan Mumphrey,Added product line or vendor suffix to internal product names in case of duplicates.  E.g. Flood Zone Determination and Document Mapping.  Identical internal product names make it difficult for sales team to search within Salesforce.,
2021-04-16,Brendan Mackoff,"Removed from Price Card
--LoanAce Consumer Credit Reports
--eMagic Consumer Credit Reports
--On The Go Consumer Credit Reports",
2021-04-16,Brendan Mackoff,TazCloud and Trade House Data products added to Price Card,
2021-04-16,Brendan Mackoff,"Plaid Integration added to price card. Tiers:

•	>=$10B AUM:  $2500 setup + $5000 annual fee (no transaction fee).  Includes a note that these prospects must contract with Plaid first, then they can sign an addendum with MeridianLink
•	$3B to $10B AUM: $1800 monthly platform fee ($21,600 annually) + $2.00 transaction fee
•	$1B to $3B AUM: $1,00 monthly platform fee ($12,000 annually) + $2.00 transaction fee
•	<$1B AUM:  $500 monthly platform fee ($6,000 annually) + $2.00 transaction fee",
2021-04-16,Brendan Mackoff,"FAMM Email:  Price reduced from $0.50 per transaction to $0.25 per transaction.  Incremental pricing introduced where first 5k transactions cost $0.25 each, and next 5k transactions cost less.  Note to sales & customer were updated.  ",
2021-04-16,Brendan Mackoff,"Prices increased to match CCMC Standard Export.  Setup fee = $11,025 and annual fee = $2756
--TCI Standard Export
--Dealpack Export",
2021-04-16,Brendan Mackoff,"Fiserv Premier (core integration) added to price card. $11,025 setup + $2,756 annual",
2021-04-16,Brendan Mackoff,SmartShield Select - Flex ID updated product code mapping,
2021-04-16,Brendan Mackoff,"SQL Transmission Service added to price card. $10,000 setup + $10,000 annual. Setup fee includes service for first year, so annual fee doesn’t kick in until year 2.",
2021-04-16,Brendan Mackoff,Data Storage - Mortgage added to price card. $1500 monthly fee,
2021-04-16,Brendan Mackoff,MortgageSAT added to price card.  $1000 setup fee + $7.50 transaction fee ($500 monthly min commitment),
2021-04-16,Brendan Mackoff,"RouteOne eContracting split into 4 rows:  (1) eContracting, (2) vaulted transactions, (3) faxed pages, and (4) Authoritative Copy Conversion (ACC).",
2021-04-16,Brendan Mackoff,Merchant Lending Add On now has vendor info to identify Clinics as ML solution and LoanStar as 3rd party,
2021-04-16,Brendan Mackoff,(Custom) Training added to price card,
2021-04-16,Brendan Mackoff,"Custom Product or Service: Changed category from ""AddOn"" to ""AddOn - Custom""",
2021-04-16,Brendan Mackoff,MeridianLink Collect Core Data Mapping added to price card with quote pricing,
2021-05-07,Eve An,Updated product codes,
2021-05-07,Ryan Mumphrey,Enhanced Quote Builder & new tabs for modules & add ons,
2021-05-26,Brendan Mackoff,"Mailing service - Automatic Decline Letter per TCI provided sample: Renamed to ""Mailing service - Automatic Decline Letter per DecisionLender provided sample""",
2021-05-26,Brendan Mackoff,"TCI DLX – One Way: Renamed to ""DecisionLender DLX – One Way""",
2021-05-26,Brendan Mackoff,"TCI DLX – Two Way: Renamed to ""DecisionLender DLX – Two Way""",
2021-05-26,Brendan Mackoff,"TCI Standard Data Dump: Renamed to ""DecisionLender Standard Data Dump""",
2021-05-26,Brendan Mackoff,"TCI Standard Export: Renamed to ""DecisionLender Standard Export""",
2021-05-26,Brendan Mackoff,CULA: Added to price card.  $3000 setup + $3000 annual fee.,
2021-05-26,Brendan Mackoff,Champion Challenger: Annual fee increased from $3000 to $5000.  Transaction fee removed.  No change to setup fee ($2500).  Pricing is “per loan type”.,
2021-05-26,Brendan Mackoff,SBA PPP Business Loans Module: Removed from price card.  Government Programs have ended,
2021-05-26,Brendan Mackoff,"Modern Experience for ML Consumer (Credit Card, Direct Auto, Personal Loans)
Modern Experience for ML Opening
Modern Experience Dashboard
---
Added secondary setup fees for new & existing customers, so we can track which customers have upgraded. 

$900 setup fee for existing clients ($0 for new logo).  Technically price card shows “quote” pricing for setup, because the $900 upgrades all modules to MX (and Modern Experience Dashboard).  This distinction is included in a note to sales.",
2021-05-26,Brendan Mackoff,"ML Entry (Downmarket Pricing) added to price card.
•	Consumer Module ML Entry: $11,869 setup + $11 per app transaction fee
•	Opening Module ML Entry: $9786 setup + $11 per app transaction fee
•	ML Port ML Entry:  $0 setup (included) + $1500 annual (up to 1999 apps)
•	Document Mapping (loans) $1500 annual fee
•	Document Mapping (deposits) $1500 annual fee
•	ML Entry Core Integration: $5513 setup + $2756 annual.  Note to sales “Only for existing core integrations. Includes default core mapping + up to 10 hours default core mapping changes. Additional hours can be purchased at the current Time & Materials rate.""
•	Admin Pro: internal note to sales “Annual fee is waived in year 1 for ML Entry clients”
",
2021-05-26,Brendan Mackoff,ARMCO VOE and Tax Transcript added to price card.  $0.80 per transaction.,
2021-05-26,Brendan Mackoff,"ML Mortgage Module without setup:  New option for each tier added with $0 setup.  Internal note to Sales: “Add-On. Only to be selected for years 2-5"".  This is a mechanism to sign up smaller FIs with monthly volume below are lowest tier (with automatic annual increases).",
2021-05-26,Brendan Mackoff,"Document Mapping: Pricing methodology changed from Standard to ""Per Pull"".  Applies to ML Consumer, ML Opening, and DecisionLender4 document mapping products.",
2021-05-26,Brendan Mackoff,"ML Consulting API Pro addeded to price card. $15000 one-time fee + $250 per hour time & materials.  
•	Note to sales “Requires API Web Services. One time fee includes 50 hours.  Time and materials starts after the sooner of (a) 50 hours or (b) one year.""  
•	Also a separate option to purchase a bucket of 50 hours for $10,000 (one time).
",
2021-06-04,Ryan Mumphrey,"•	Ability to support Multi-Year ramps for primary services (handles both pure annual and per transaction with commitments)
o	Other product lines can support this as well if they add additional tier lines in the master inventory with $0 setup fee (or discount the setup fee in subsequent years)
•	Updated the VB code in the Reset Builder Macro to reset the Ramp cells to “No”
•	Fixed the Presentation page to lock it correctly so that the Logo for the customer can be edited properly",
2021-06-04,Brendan Mackoff,Standard Data Warehouse Export – Hosted by Subscriber.  Added a note to sales that approval from Product Lead is required,
2021-06-10,Brendan Mackoff,"Removed ""MeridianLink Consumer Discount Module (Y/N)"" flag for Modern Experience and ML Entry.  One time fees should not be further discounted.",
2021-06-29,Brendan Mackoff,Added Loan Program Build/Maintence.  Hourly pricing.  Quote for initial build to be provided by SAE team.  Hourly maintenance covered by MEA.,
2021-06-29,Brendan Mackoff,ML Entry ramp:  ability to add years 2 & 3 of ML Entry without additional setup fees,
2021-06-29,Brendan Mackoff,"Modern Experience setup:  $900 upgrade fee for existing customers. 	$900 upgrade fee for existing customers that unlocks Modern Experience for all modules.  Each module (e.g., credit card, auto loans, etc) then needs to be selected with $0 setup.",
2021-06-29,Brendan Mackoff,Added Data Exchange Criminal Offerings (Trade House Data),
2021-06-29,Brendan Mackoff,Saylent price card added (published without product codes or configs),
2021-06-29,Brendan Mackoff,"Added new tiers to TazWorks Software Platform. 6 tiers in total now: Basic, Professional, Professional Plus, Premium, Enterprise, and Enterprise Plus",
2021-08-20,Ryan Mumphrey,Quote Builder added a feature to set a fixed annual minimum amount you want to target and it shows you next to it the current annual amount and a % of target for your goal minimum,
2021-08-20,Brendan Mackoff,Added a new tab to track Legacy Products that are no longer sold,
2021-08-20,Brendan Mackoff,"ML Entry ramp extended from 3 years to 5 years
--ML Entry for consumer module and opening module extended to 5 years.  Years 4 & 5 added to price card at same price as Year 3. 
--ML Portal for ML Entry price increases after 3 years to standard tiered pricing.  
--no change to document mapping.  Client can continue paying discounted rate all 5 years with restricted # of docs. Client/sales has the option to sell the higher tier if client needs more docs mapped.
--no change to core integration",
2021-08-20,Brendan Mackoff,"ML Portal pricing methdology changed from ""App commitment / Mon"" to ""Standard"" because pricing is Annual Fee (not usage).  Level resets once annually, and there is no overage charge for ML Portal for consumer.  No change to ML Portal Mortgage because that does use usage pricing.",
2021-08-20,Brendan Mackoff,Updated product codes for MeridianLink Mortgage Module.  Replaced MORT-0014 with MORT-0081 per guidance from Account,
2021-08-20,Brendan Mackoff,"Saylent product codes mapped to price card.  Applies to Engage, Explore, and Reward product lines.",
2021-08-20,Brendan Mackoff,DocuSign ISV updated to reflect pricing tiers.  Previously we had only a single tier (which was incorrect).,
2021-08-20,Brendan Mackoff,"Ability to sell monthly commitments (i.e., product codes added) for the following products: Plaid Instant Account Verification, Experian PreciseID for Account Opening, Experian CrossCore PreciseID, Experian CoreCore PreciseID with Knowledge IQ, Experian CrossCore PreciseID for Compliance Prescreening",
2021-08-20,Brendan Mackoff,"ID Scanning:  
--Removed ScanShell 3100D with OCR Software & ScanShell 800 or 200 with OCR Software
--Added Acuant ID Scanning, which costs $0.50 per transaction",
2021-08-20,Brendan Mackoff,"DecisionLender products removed from the price card: 
--DecisionLender - Account Opening Module
--First Close integration
--Black Book Enhanced VIN Matching
--Kelley Blue Book Motorcycle Values
--Reynolds and Reynolds Contracts Direct Lending (Finance Companies)
--Reynolds and Reynolds Contracts Indirect Lending
--Reynolds and Reynolds Contracts Lease Retail
--Reynolds and Reynolds Contracts Forms
--Wolters Kluwer Contracts Direct Lending (Banks and Credit Unions)
--Document Mapping (deposits) - DecisionLender
--Document Mapping (overage) - DecisionLender4 Opening
--Document Mapping (loans + deposits) - DecisionLender",
2021-08-20,Brendan Mackoff,"DecisionLender products that can only be sold with approval from Product Leads.  Updated ""note to sales""
--DL4 - Home Equity Module
--Carleton HOEPA/HPML Validation
--Standard Data Warehouse Export – Hosted by Subscriber",
2021-08-20,Brendan Mackoff,DecisionLender Training added to price card.  Price is $250 per hour.,
2021-08-20,Brendan Mackoff,Added Synergy Image Export under Document Archival category (DecisionLender AddOn).  $3675 setup + $3675 annual,
2021-08-20,Brendan Mackoff,"DecisionLender Mailing Service changes
--Updated product code mappings  
--Updated Note to Sales that one time setup fee includes ""Automatic Decline Letter per DecisionLender provided sample""
--New option to add Additional Templates: $1000 one time fee per additional template",
2021-08-20,Brendan Mackoff,"TazWorks professional services hours split into multiple rows:
1. bucket of 25 hours $5000
2. hourly time & materials $250 per hour",
2021-08-20,Brendan Mackoff,Debt Optimization setup fee $1000 added as well as Cross-Sell Analysis $5000 (ML Consulting),
2021-08-20,Brendan Mackoff,"Removed National Background Data for THD.  Includes National-Level Criminal records Lead Generator, National-Level Criminal records Alias Lead Generator, and State-Level Criminal Records Lead Generator",
